criticName,isTopCritic,firstReview,latestReview,critic_id
Bruce Kirkland,True,2001-06-15,2017-01-13,1341
Bruce Westbrook,True,2000-01-01,2007-10-19,1350
Bryan Durham,False,2017-02-26,2017-02-26,1356
Bryan Rolli,False,2019-03-18,2019-03-18,1359
Bryce Wilson,False,2003-10-08,2004-10-20,1361
Bullz-Eye Staff,False,2019-09-10,2019-09-10,1364
C. Robert Cargill,False,2009-11-17,2010-06-18,1371
C. Robert Cargill,True,2009-11-06,2011-05-06,1371
C.H. Newell,False,2019-04-28,2023-01-24,1377
CJ Johnson,False,2011-03-30,2022-06-23,1381
Caffeinated Clint,False,2002-05-30,2022-12-23,1384
Caitlin Quinlan,False,2018-09-10,2019-09-12,1393
Caitlin Quinlan,True,2017-06-06,2022-05-13,1393
Callie Enlow,False,2010-09-20,2013-07-02,1399
Callum Crumlish,False,2020-11-20,2021-10-09,1400
Calum Baker,False,2019-03-01,2022-09-29,1402
Calum Marsh,False,2013-12-13,2018-10-18,1403
Calum Marsh,True,2012-03-28,2022-12-02,1403
Cameron Frew,False,2018-10-31,2022-12-13,1411
Cameron Meier,False,2001-05-17,2023-01-27,1413
Cameron Ward,False,2019-04-16,2019-06-17,1414
Cameron Williams,False,2012-03-08,2019-10-11,1415
Camilla Long,False,2016-12-16,2019-03-01,1416
Cammila Albertson,False,2008-10-09,2019-04-10,1419
Candice Frederick,True,2017-03-21,2022-12-16,1423
Cara Kitchen,False,2016-01-28,2016-01-28,1430
Cara Nash,False,2010-03-02,2016-01-01,1431
Carey-Ann Pawsey,False,2018-12-08,2022-11-13,1433
Carina Chocano,True,2004-08-19,2008-12-29,1434
Carla Monfort,False,2022-07-11,2023-03-30,1444
Carla Morttiz,False,2015-08-25,2015-08-25,1445
Carlos Arias,False,2015-04-20,2015-08-14,1449
Carlos Del Río,False,2015-08-04,2019-11-06,1453
Carlos Jesús González,False,2015-09-10,2018-03-16,1457
Carlos Losilla,False,2016-03-03,2021-09-23,1458
Carlos Marañón,False,2016-02-02,2021-12-21,1459
Carlos Reviriego,False,2016-08-22,2018-02-27,1460
Carlota Mosegui,False,2016-04-26,2017-10-10,1462
Carly Kocurek,False,2011-01-01,2011-01-01,1463
Carmel Gallagher,True,2001-04-17,2001-04-17,1465
Carmen Gray,False,2007-09-21,2017-02-27,1466
Carmen Paddock,False,2019-02-12,2022-01-24,1467
Carol Cling,False,2003-08-22,2019-03-30,1472
Carol-Mei Barker,False,2019-04-03,2019-04-03,1476
Carolina Ruiz,False,2015-12-29,2016-03-22,1477
Caroline Framke,True,2015-12-08,2019-03-30,1479
Caroline Golum,False,2021-06-25,2021-06-25,1480
Caroline Golum,True,2019-03-04,2019-03-04,1480
Caroline Jowett,False,2009-05-15,2014-09-18,1482
Caroline Preece,False,2019-12-27,2019-12-27,1486
Caroline Westbrook,False,2017-09-01,2017-09-01,1489
Caroline Westbrook,True,2000-01-01,2022-12-07,1489
Carolyn Cox,False,2016-06-30,2017-08-02,1493
Carrie R. Wheadon,False,2000-01-01,2012-06-14,1498
Carrie Rickey,True,2000-01-01,2023-01-24,1499
Cary Darling,True,1999-09-10,2022-12-19,1503
Caryn James,True,2000-01-01,2022-12-17,1505
Casey Chong,False,2020-04-14,2023-03-09,1507
Cassam Looch,False,2010-06-16,2017-04-18,1514
Cassidy Olsen,False,2021-02-28,2021-03-08,1515
Cassondra Feltus,False,2021-09-16,2022-12-16,1518
Catalina Combs,False,2018-11-20,2022-12-16,1519
Cate Marquis,False,2019-04-17,2022-06-22,1520
Cate Young,False,2019-03-10,2022-12-16,1521
Cate Young,True,2019-03-10,2021-03-08,1521
Cath Clarke,True,2007-10-19,2022-09-06,1524
Catharine Tunnacliffe,False,2000-01-01,2004-04-09,1525
Catherine Bray,False,2009-07-17,2022-06-01,1527
Catherine Bray,True,2010-03-15,2016-05-23,1527
Catherine Cantieri,False,2002-05-14,2002-10-14,1530
Catherine Chambers,True,2007-08-10,2018-11-05,1532
Catherine Collins,False,2008-12-19,2015-07-13,1534
Catherine Pearson,True,2017-07-24,2018-09-27,1541
Catherine Scroop,True,2000-01-01,2000-01-01,1543
Catherine Shoard,False,2013-07-07,2013-11-04,1544
Catherine Shoard,True,2009-06-12,2020-02-12,1544
Catherine Simpson,False,2014-03-11,2014-03-11,1546
Catherine Springer,False,2020-01-25,2022-07-28,1547
Cathleen Roundtree,False,2009-01-27,2009-01-28,1549
Cathy Brennan,False,2019-03-08,2019-04-09,1552
Cathy Thompson-Georges,False,2000-01-01,2002-11-15,1558
Ceri Thomas,False,2007-10-05,2015-03-13,1563
Ceri Thomas,True,2002-12-24,2002-12-24,1563
Chad Bixby,False,2004-01-27,2004-11-16,1567
Chad Collins,False,2021-02-17,2022-10-26,1569
Chad Greene,False,2006-11-20,2008-10-24,1571
Chad Nelson,False,2013-10-06,2013-10-06,1572
Chaka V. Grier,False,2019-09-09,2019-09-09,1574
Charbelí Ramos Chávez,False,2015-07-22,2015-07-22,1578
Charles Bramesco,True,2014-09-05,2022-12-29,1580
Charles Cassady,False,2008-09-29,2011-03-01,1581
Charles E. Henning,False,2022-08-08,2022-08-08,1584
Charles Ealy,False,2011-08-24,2018-03-13,1586
Charles Ealy,True,2000-01-01,2006-02-16,1586
Charles Gant,False,2009-02-12,2017-12-07,1589
Charles Gant,True,2009-05-23,2014-05-06,1589
Charles Solomon,False,2013-11-06,2022-12-06,1601
Charles Solomon,True,2000-01-01,2022-12-19,1601
Charles Taylor,False,2022-10-11,2022-10-11,1605
Charles Taylor,True,2000-01-01,2018-05-30,1605
Charlie Phillips,True,2017-01-27,2017-01-27,1619
Charlie Ridgely,False,2019-06-04,2022-02-07,1620
Charlie Theobald,True,2016-07-07,2016-08-15,1622
Charline Jao,False,2016-12-31,2017-06-16,1623
Charlotte Cook,True,2011-02-17,2011-05-04,1624
Charlotte Harrison,False,2020-01-27,2022-11-09,1625
Charlotte Keeys,True,2015-09-17,2015-09-17,1626
Charlotte O'Sullivan,True,2002-03-05,2023-03-13,1627
Charlotte Ross,True,2013-01-18,2013-01-18,1628
Charlotte Runcie,True,2013-12-26,2013-12-26,1629
Charlotte Smith,False,2009-08-21,2009-08-21,1630
Charmaine Soh,False,2017-09-19,2017-09-20,1632
Chase Whale,False,2012-10-02,2022-12-28,1637
Chase Whale,True,2013-11-08,2013-11-08,1637
Chelsea Phillips-Carr,False,2017-07-21,2018-07-19,1643
Chelsea Phillips-Carr,True,2019-04-18,2019-04-18,1643
Chelsea Steiner,False,2018-11-13,2022-08-04,1646
Cher Tan,True,2022-08-21,2022-08-21,1648
Cherryl Dawson and Leigh Ann Palone,False,2002-05-30,2007-12-29,1649
Cheryl Mullin,False,2013-06-07,2013-06-07,1652
Cheyenne Bunsie,True,2021-11-23,2021-11-23,1654
Chloe Leeson,False,2018-08-24,2020-02-06,1656
Chris Agar,False,2016-05-20,2021-02-25,1661
Chris Auty,True,2006-01-26,2006-06-24,1664
Chris Barsanti,False,2000-01-01,2022-12-16,1666
Chris Barsanti,True,2004-01-23,2022-07-14,1666
Chris Bell,False,2009-05-08,2009-05-08,1671
Chris Blohm,True,2012-09-13,2016-03-29,1674
Chris Buckle,False,2010-04-01,2015-09-29,1676
Chris Cabin,False,2000-01-01,2016-11-16,1678
Chris Cabin,True,2011-04-01,2021-07-05,1678
Chris Carle,False,2005-07-12,2014-12-08,1680
Chris Cox,False,2009-11-18,2010-03-19,1686
Chris Davies,False,2019-06-07,2019-06-17,1688
Chris Evangelista,False,2017-11-10,2022-12-13,1690
Chris Evangelista,True,2018-10-10,2018-10-10,1690
Chris Fennell,False,2019-02-08,2019-03-08,1695
Chris Fyvie,False,2011-03-17,2016-04-08,1699
Chris Garcia,False,2005-07-19,2023-02-14,1701
Chris Garcia,True,2000-01-01,2006-02-18,1701
Chris Gore,False,2002-12-08,2019-10-04,1703
Chris Hewitt,False,2000-01-01,2023-01-09,1705
Chris Hewitt,True,2005-07-21,2022-12-23,1705
Chris Hewitt (UK),True,2000-01-01,2020-01-16,1707
Chris Hicks,False,2000-01-01,2022-08-10,1708
Chris Hunneysett,False,2012-12-20,2022-03-01,1710
Chris Joyce,False,2022-08-18,2022-12-27,1713
Chris Klimek,False,2014-02-20,2015-06-03,1716
Chris Klimek,True,2014-02-11,2019-11-07,1716
Chris Knight,False,2003-05-23,2022-12-27,1718
Chris Laverty,False,2008-08-16,2013-06-21,1720
Chris Lehmann,False,2017-02-17,2017-02-17,1722
Chris Longridge,False,2009-10-16,2009-10-30,1723
Chris Newbould,False,2015-05-07,2019-07-18,1731
Chris Osterndorf,False,2017-10-19,2020-03-16,1733
Chris Parcellin,False,2003-04-22,2003-04-22,1735
Chris Prince,False,2009-02-19,2011-06-01,1742
Chris Roberts,False,2009-01-30,2015-03-17,1746
Chris Sawin,False,2012-07-21,2022-12-20,1751
Chris Schilling,False,2019-04-11,2019-04-11,1753
Chris Schulz,False,2016-04-27,2017-06-22,1754
Chris Stuckmann,True,2012-08-22,2021-11-04,1757
Chris Tilly,False,2008-02-08,2020-04-29,1759
Chris Tilly,True,2006-02-09,2006-10-28,1759
Chris Vognar,True,2000-01-01,2021-05-06,1762
Chris Ward,False,2019-02-25,2021-09-15,1763
Chris Wasser,False,2016-03-11,2023-02-02,1764
Chris Wiegand,False,2000-01-01,2004-04-03,1766
Christian Jones,False,2021-03-09,2021-03-09,1777
Christian Toto,False,2003-12-30,2022-12-14,1781
Christina Izzo,True,2014-08-06,2014-08-06,1786
Christina Kuntz,False,2017-06-15,2017-06-15,1787
Christina Newland,True,2017-01-09,2022-03-10,1788
Christine Cocotte,False,2015-09-03,2015-09-03,1797
Christine James,False,2000-01-01,2008-10-18,1799
Christine Jun,False,2019-04-06,2019-04-06,1800
Christine Phillips,False,2002-06-05,2002-06-05,1802
Christopher Borrelli,False,2003-02-18,2022-12-15,1805
Christopher Borrelli,True,2008-11-26,2015-05-20,1805
Christopher Campbell,False,2007-09-17,2021-12-03,1808
Christopher Cross,False,2022-02-12,2022-08-22,1809
Christopher Hemblade,True,2000-01-01,2022-02-02,1814
Christopher Hooton,False,2017-09-01,2017-09-01,1815
Christopher Hooton,True,2015-12-17,2017-07-17,1815
Christopher Kelly,False,2023-02-14,2023-02-14,1820
Christopher Kelly,True,2000-01-01,2015-02-17,1820
Christopher Lloyd,False,2010-09-02,2023-01-23,1825
Christopher Machell,False,2016-04-18,2022-12-13,1827
Christopher Monfette,False,2009-05-15,2018-10-19,1829
Christopher Neilan,True,2011-11-02,2011-11-02,1831
Christopher Null,False,1998-12-25,2016-10-08,1832
Christopher Preston,False,2019-03-01,2019-06-17,1836
Christopher Ratcliff,False,2016-10-05,2016-10-05,1837
Christopher Smith,False,2002-07-29,2020-04-07,1844
Christopher Suter,False,2018-11-05,2021-03-22,1845
Christopher Tarantino,True,2015-06-19,2015-06-19,1846
Christopher Tookey,False,2002-11-10,2019-03-30,1847
Christopher Tookey,True,2022-08-18,2022-08-18,1847
Christopher Varney,False,2002-12-08,2002-12-08,1849
Christopher Whitmore,False,2014-12-10,2014-12-10,1851
Christopher Zinsli,False,2004-09-21,2005-12-06,1852
Christy Lemire,True,2000-01-01,2023-03-09,1855
Chuck Bowen,True,2009-12-22,2023-03-20,1858
Chuck O'Leary,False,2004-06-14,2012-10-17,1860
Chuck Rudolph,False,2000-01-01,2002-12-01,1861
Chuck Rudolph,True,2002-11-25,2005-03-14,1861
Chuck Russel,False,2002-12-16,2005-12-06,1863
Chuck Walton,False,2000-01-01,2009-09-08,1864
Chuck the Movieguy,False,2002-05-20,2011-04-01,1869
Cindy White,False,2006-11-01,2022-12-19,1877
Cinemanía Staff,False,2020-10-14,2020-10-16,1880
Clara Itzel Hernández Valladares,False,2020-03-07,2020-04-24,1889
Clare Pfeiffer Ramsey,False,2005-04-21,2014-01-10,1891
Clarissa Meffan,False,2011-09-15,2012-06-21,1893
Clarisse Loughrey,True,2015-08-17,2023-01-04,1894
Clark Collis,True,2000-01-01,2020-01-05,1895
Claudia Connell,False,2012-09-20,2012-09-27,1901
Claudia Llaca,False,2015-05-26,2015-05-26,1902
Claudia Puig,True,2000-01-01,2022-12-13,1903
Cleaver Patterson,False,2018-11-27,2019-04-03,1910
Clem Bastow,False,2010-10-27,2016-05-27,1911
Cliff Doerksen,False,2011-11-17,2013-08-05,1913
Cliff Doerksen,True,2004-08-13,2013-06-10,1913
Coco Forsythe,False,2006-08-09,2014-02-07,1928
Cody Clark,True,2000-01-01,2001-10-27,1929
Cody Leach,False,2022-08-18,2023-02-16,1931
Cole Haddon,False,2006-11-01,2015-06-09,1936
Cole Haddon,True,2008-06-20,2011-05-06,1936
Cole Smithey,False,2000-01-01,2023-01-02,1940
Colette DeDonato,False,2017-06-12,2017-06-12,1943
Colin Kennedy,False,2017-09-01,2017-09-01,1951
Colin Kennedy,True,2000-01-01,2011-07-27,1951
Colin Newton,False,2008-06-07,2010-08-30,1954
Colin Prior,False,2010-02-05,2010-02-05,1955
Collin Garbarino,False,2022-02-17,2022-12-16,1959
Collin Souter,False,2000-01-01,2008-01-27,1961
Common Sense Media Editors,False,2011-01-01,2023-01-11,1964
Conner Schwerdtfeger,False,2015-10-28,2018-06-22,1965
Connie Ogle,True,2001-07-13,2016-05-31,1967
Conor Mills,True,2011-01-20,2011-01-20,1970
Conor Morgan,False,2019-04-04,2019-04-04,1971
Constance Grady,True,2020-10-21,2020-10-21,1976
Cormac O'Brien,True,2013-12-24,2015-05-15,1982
Corrina Antrobus,False,2023-02-15,2023-02-15,1985
Cosmo Landesman,False,2003-09-03,2019-11-05,1991
Cosmo Landesman,True,2009-02-12,2010-07-06,1991
Courteney Tan,True,2017-07-28,2017-07-28,1996
Courtney Button,False,2016-07-08,2021-03-09,1997
Courtney Howard,False,2017-11-04,2022-12-16,1999
Courtney Howard,True,2018-09-28,2022-03-17,1999
Courtney Small,False,2018-12-10,2022-12-21,2003
Covadonga G. Lahera,False,2018-02-27,2021-05-07,2004
Craig D. Lindsey,False,2014-08-25,2023-03-21,2005
Craig D. Lindsey,True,2017-05-31,2018-05-04,2005
Craig J. Clark,False,2015-04-09,2015-04-09,2009
Craig Mann,False,2018-11-05,2018-11-05,2010
Craig Mathieson,False,2009-11-19,2019-11-17,2012
Craig Phillips,False,2009-07-30,2009-07-30,2015
Craig Seligman,False,2013-02-21,2013-10-28,2017
Craig Seligman,True,2000-01-01,2000-01-01,2017
Craig Skinner,False,2012-09-02,2015-02-17,2019
Craig Williams,False,2019-02-13,2019-04-06,2022
Craig Williams,True,2015-08-27,2016-02-18,2022
Cris Kennedy,False,2009-03-28,2022-11-23,2024
Cristina Vales,False,2015-06-25,2018-10-08,2029
Curt Fields,True,2001-01-19,2002-05-03,2033
Curt Holman,False,2008-02-07,2016-07-25,2034
Curtis Woloschuk,False,2013-04-03,2015-12-23,2037
Cynthia Conlin,False,2007-09-27,2007-10-25,2039
Cynthia Fuchs,False,2000-01-01,2019-11-04,2041
Cynthia Vinney,False,2019-09-27,2021-12-17,2044
César Albarrán Torres,False,2015-08-07,2021-10-04,2047
D W Mault,False,2016-04-11,2016-04-11,2049
D.J.R. Bruckner,True,2003-05-21,2003-05-21,2055
D.K. Holm,False,2000-01-01,2014-09-27,2056
D.W. Bostaph Jr,False,2008-04-04,2008-04-04,2058
D.W. Mault,False,2019-04-03,2019-04-03,2059
D.W. Smith,False,2003-09-24,2003-11-25,2060
Dafydd Goff,True,2012-09-24,2012-09-24,2062
Daily Record Staff,False,2009-09-25,2015-02-22,2064
Daisy Bowie-Sell,True,2015-08-03,2015-08-03,2066
Dale Roe,False,2013-03-07,2015-09-24,2073
Dale Rolfe,False,2011-10-06,2015-01-02,2074
Dalia Levy,False,2019-04-01,2019-04-01,2077
Dallas King,False,2022-11-10,2022-11-13,2078
Damien Love,False,2010-11-03,2010-11-03,2082
Damien Straker,False,2014-01-08,2023-02-12,2083
Damon Smith,False,2010-04-19,2022-12-17,2087
Damon Smith,True,2003-08-22,2003-08-22,2087
Damon Wise,False,2009-11-13,2019-02-01,2089
Damon Wise,True,2004-05-14,2017-07-11,2089
Dan Brightmore,False,2021-04-23,2021-06-15,2095
Dan Brightmore,True,2009-03-27,2012-03-01,2095
Dan Casey,False,2015-01-13,2019-08-31,2103
Dan DeMaggio,False,2013-08-05,2014-05-30,2107
Dan DiClerico,False,2003-09-28,2004-06-06,2108
Dan Einav,True,2017-03-27,2022-11-18,2110
Dan Fienberg,True,2002-09-26,2015-09-02,2114
Dan Gear,False,2011-05-05,2011-05-26,2115
Dan Geary,False,2013-02-19,2013-04-12,2116
Dan Goodswen,False,2009-10-09,2009-10-09,2118
Dan Gunderman,True,2017-04-13,2017-04-13,2120
Dan Hudak,False,2014-06-04,2017-08-02,2121
Dan Jardine,False,1999-11-19,2016-01-10,2123
Dan Jardine,True,2010-08-01,2010-08-10,2123
Dan Jolin,True,2004-09-11,2022-02-08,2125
Dan Kay,False,2014-04-04,2014-04-04,2127
Dan Lybarger,False,2000-01-01,2021-12-10,2129
Dan Rookwood,False,2009-07-02,2009-07-02,2135
Dan Stewart,True,2009-05-15,2012-09-20,2143
Dan Stubbs,False,2021-04-28,2021-06-09,2144
Dan Via,True,2001-12-21,2004-03-12,2148
Dana Stevens,True,2004-10-14,2022-12-22,2156
Dani Haski,False,2014-12-14,2014-12-14,2159
Daniel Barnes,False,2013-12-10,2022-10-18,2160
Daniel Barron,False,2005-10-21,2005-10-21,2161
Daniel Bernal,False,2016-04-14,2017-07-19,2163
Daniel Bettridge,False,2011-07-20,2012-02-08,2164
Daniel Cairns,False,2017-09-19,2017-09-19,2166
Daniel Eagan,False,2000-01-01,2020-12-03,2170
Daniel Etherington,False,2002-03-25,2014-05-03,2172
Daniel Etherington,True,2002-12-03,2002-12-03,2172
Daniel Gelb,False,2015-03-27,2017-04-07,2175
Daniel Goodwin,False,2016-01-25,2022-08-04,2177
Daniel Goodwin,True,2012-07-12,2012-07-12,2177
Daniel Green,False,2016-12-13,2019-05-30,2180
Daniel Gumble,False,2018-11-05,2019-02-16,2181
Daniel Hubschman,False,2010-06-04,2012-02-02,2184
Daniel Jiménez Pulido,False,2016-05-27,2016-05-27,2185
Daniel Kasman,False,2002-10-05,2018-09-19,2186
Daniel M. Gold,True,2011-09-08,2015-08-25,2190
Daniel M. Kimmel,False,2003-12-30,2022-12-16,2191
Daniel M. Kimmel,True,2004-05-14,2005-04-29,2191
Daniel Orton,False,2019-04-18,2019-05-25,2197
Daniel Rutledge,False,2016-02-02,2022-12-14,2200
Daniel Saney,False,2011-07-14,2018-10-29,2201
Daniel Walber,False,2012-11-02,2014-06-05,2205
Daniel Walber,True,2013-10-07,2013-10-07,2205
Daniel Wible,False,2005-03-15,2005-09-24,2207
Daniel de Partearroyo,False,2015-06-11,2022-07-27,2208
Danielle Davenport,False,2019-04-04,2019-06-15,2211
Danielle Goldstein,True,2012-07-03,2012-07-03,2214
Danielle Solzman,False,2017-11-10,2023-04-05,2218
Danielle White,True,2017-07-20,2019-04-18,2220
Dann Gire,False,2010-08-13,2023-01-24,2222
Dannielle Elms,False,2011-09-08,2011-11-03,2223
Danny Bangs,True,2007-11-21,2007-11-21,2225
Danny Brogan,False,2020-07-14,2022-04-13,2226
Danny Graydon,False,2002-10-06,2002-10-06,2228
Danny Graydon,True,2001-06-13,2019-11-27,2228
Danny Leigh,True,2002-03-05,2023-02-02,2233
Danny Scott,False,2015-01-23,2015-01-23,2237
Daphne Gordon,True,2001-08-02,2006-10-20,2240
Darren Bignell,True,2000-01-01,2020-04-21,2248
Darrin Keene,False,2002-12-08,2005-12-06,2254
Darryl Griffiths,False,2021-07-01,2021-07-01,2256
Dave Bradley,False,2009-05-12,2014-10-10,2264
Dave Calhoun,False,2009-02-20,2010-05-21,2265
Dave Calhoun,True,2005-05-21,2021-01-24,2265
Dave Golder,False,2009-03-27,2013-10-14,2271
Dave Kehr,False,2000-01-01,2001-12-28,2274
Dave Kehr,True,1996-05-03,2023-03-31,2274
Dave Kopel,False,2007-08-03,2007-08-03,2276
Dave Lee,False,2020-07-21,2023-01-30,2278
Dave White,False,1999-09-10,2018-11-06,2288
Dave White,True,2016-02-23,2022-10-05,2288
David 'Mad Dog' Bradley,False,2013-02-04,2020-09-18,2290
David Aldridge,False,2009-11-13,2020-03-19,2293
David Baldwin,False,2009-10-04,2013-11-21,2297
David Bernal,False,2016-10-04,2017-11-14,2303
David Bezanson,False,2000-01-01,2008-12-28,2306
David Blaustein,False,2013-08-30,2017-02-03,2309
David Braga,False,2012-09-19,2013-07-29,2313
David Brake,False,2019-02-05,2019-06-08,2314
David Chute,False,2000-01-01,2010-06-07,2319
David Chute,True,2000-01-01,2010-05-19,2319
David Clack,False,2009-06-05,2009-06-05,2321
David Clack,True,2015-09-17,2015-09-17,2321
David Cornelius,False,2002-04-16,2017-07-07,2324
David Cox,True,2013-02-28,2013-02-28,2325
David Crow,False,2016-05-07,2022-12-22,2326
David DeWitt,True,2011-10-06,2014-10-02,2331
David Diebold,False,2018-09-28,2018-09-28,2334
David Edwards,False,2005-06-06,2018-10-08,2337
David Ehrlich,True,2011-09-12,2022-12-16,2340
David Eimer,False,2021-09-10,2021-09-10,2341
David Eimer,True,2000-01-01,2000-01-01,2341
David Elliott,False,2000-01-01,2022-08-23,2343
David Elliott,True,2014-05-06,2016-11-14,2343
David Evans,True,2011-10-27,2011-10-27,2345
David Fear,True,2006-02-09,2022-12-10,2346
David Gonzalez,False,2022-02-12,2023-01-31,2358
David Gritten,True,2004-07-03,2023-02-02,2361
David Grove,False,2002-12-08,2005-12-06,2363
David Gurney,False,2011-01-01,2011-01-01,2364
David Harley,False,2011-08-17,2011-08-17,2369
David Harris,False,2019-07-30,2022-12-16,2370
David Hayles,True,2009-12-15,2009-12-15,2371
David Hepworth,True,2001-02-07,2015-06-08,2372
David Hogan,False,2019-01-26,2022-12-26,2375
David Houghton,False,2017-05-08,2017-05-08,2376
David Hughes,True,2004-07-03,2015-12-03,2377
David Jenkins,False,2009-02-05,2016-02-21,2381
David Jenkins,True,2006-02-09,2022-12-13,2381
David Jones,True,2006-12-30,2007-10-26,2383
David Kettle,False,2017-07-21,2017-07-21,2387
David Keyes,False,2000-01-01,2020-04-23,2388
David Kronke,False,2000-01-01,2006-01-03,2391
David Kronke,True,2001-02-14,2019-04-25,2391
David Levine,False,2002-02-01,2007-11-20,2400
David Mattin,True,2006-03-11,2007-04-27,2410
David McGillivray,False,2014-03-26,2019-03-01,2412
David Medsker,False,1981-08-21,2019-05-23,2413
David Michael Brown,False,2010-03-02,2012-09-13,2415
David Moynihan,False,2015-06-23,2015-06-23,2417
David Nusair,False,2000-01-01,2023-03-31,2421
David Opie,False,2019-10-08,2019-10-08,2424
David Oppedisano,False,2017-12-21,2017-12-21,2425
David Pardillos,False,2021-07-22,2021-07-22,2426
David Parkinson,False,2010-01-22,2021-03-07,2427
David Parkinson,True,2000-01-01,2020-10-08,2427
David Poland,False,2002-04-09,2022-12-16,2435
David Reidel,False,2014-03-04,2015-10-22,2438
David Roark,False,2010-10-20,2017-02-26,2439
David Roark,True,2010-09-17,2010-09-17,2439
David Rudge,False,2008-08-29,2008-09-26,2445
David Scarborough,False,2017-09-19,2017-09-19,2448
David Schmeichel,False,2006-12-08,2008-11-03,2450
David Sexton,True,2010-08-12,2023-01-27,2452
David Sterritt,False,2000-01-01,2022-09-21,2455
David Stratton,True,2000-01-01,2023-03-15,2456
David Sugarman,False,2018-11-05,2019-04-06,2458
David Sztypuljak,False,2012-09-27,2017-06-26,2459
David Thomas,False,2004-04-18,2010-02-25,2460
David West,False,2009-09-04,2009-09-04,2471
David Wood,True,2001-04-16,2001-07-03,2477
Dawn Taylor,False,2009-07-01,2010-05-14,2485
Dean Johnson,True,2021-10-26,2022-08-30,2494
Dean Lamanna,False,2021-05-11,2021-05-11,2495
Dean Lamanna,True,2022-11-02,2022-11-02,2495
Debashine Thangevelo,False,2016-03-04,2018-10-18,2498
Debbie Barham,True,2001-07-25,2001-09-11,2500
Debbie Day,True,2016-11-03,2016-11-03,2501
Debbie Lynn Elias,False,2019-05-30,2020-01-08,2503
Debi Moore,False,2006-11-10,2008-08-10,2506
Deborah Brown,True,2000-01-01,2019-11-27,2508
Deborah Hornblow,False,2003-12-13,2022-01-22,2511
Deborah Wee,False,2017-09-19,2017-09-19,2519
Dee O'Donoghue,False,2016-05-12,2016-05-12,2527
Deirdre Crimmins,False,2018-08-20,2022-03-24,2530
Deirdre Molumby,False,2016-12-14,2021-12-20,2531
Deirdre Swain,False,2015-08-03,2015-08-03,2532
Demetrios Matheou,False,2003-06-10,2022-10-17,2535
Demetrios Matheou,True,2002-12-02,2019-08-26,2535
Denise MacLaughlin,True,2001-08-28,2001-08-28,2539
Dennis Brabham,False,2008-09-26,2009-09-11,2541
Dennis King,False,2000-01-01,2023-01-20,2546
Dennis Lim,False,2019-06-03,2019-06-03,2547
Dennis Lim,True,2000-01-01,2008-08-01,2547
Dennis Przywara,False,2007-11-13,2007-11-13,2550
Derek Adams,False,2009-05-22,2009-05-22,2554
Derek Adams,True,2006-01-26,2014-04-09,2554
Derek Deskins,False,2018-10-12,2020-05-19,2556
Derek Elley,True,2000-01-01,2011-01-03,2558
Derek Malcolm,False,2015-02-24,2017-01-01,2559
Derek Malcolm,True,2000-01-01,2023-03-31,2559
Derek Sante,False,2021-03-06,2022-10-21,2564
Derek Smith,False,2002-06-12,2017-10-04,2565
Derek Smith,True,2017-04-23,2023-03-16,2565
Derek Tse,False,2001-08-31,2014-10-15,2567
Deryck Swan,False,2019-04-22,2019-04-23,2569
Des Partridge,False,2008-06-07,2010-01-13,2570
Desirée De Fez,False,2018-04-03,2022-12-03,2573
Desmond Ryan,False,2019-04-24,2019-04-24,2574
Desmond Ryan,True,2000-01-01,2022-08-30,2574
Desson Thomson,True,2000-01-01,2023-01-24,2576
Devesh Sharma,False,2015-08-01,2023-01-06,2580
Devin Faraci,False,2005-02-08,2016-08-02,2582
Devin Faraci,True,2009-06-05,2009-06-05,2582
Dhaval Roy,False,2022-06-24,2023-01-06,2587
Di Golding,False,2018-12-07,2019-05-29,2588
Diana Albizu,False,2018-02-27,2018-02-27,2590
Diana De Cabarrus,False,2002-10-30,2002-10-30,2593
Diana Metzger,False,2018-01-17,2018-01-17,2596
Diana Saenger,False,2002-08-02,2019-07-12,2597
Diana Sánchez Uranga,False,2016-02-28,2017-06-30,2598
Diego Batlle,False,2016-03-24,2023-01-20,2613
Diego Lerer,False,2016-05-16,2020-04-08,2615
Diego Salgado,False,2017-09-26,2017-09-26,2617
Digby Lewis,True,2006-05-30,2006-05-30,2620
Dipanjan Sinha,False,2017-11-27,2017-11-27,2622
Dirk Libbey,False,2016-01-14,2022-03-17,2623
Diva Velez,False,2008-02-28,2018-10-08,2624
Doly Mallet,False,2018-03-01,2018-03-01,2631
Dom Phillips,False,2011-10-20,2012-09-13,2633
Dominic Bloch,False,2002-10-02,2019-02-21,2636
Dominic Corry,False,2010-04-08,2022-07-29,2637
Dominic Griffin,False,2019-07-13,2023-01-11,2639
Dominic Radcliffe,True,2011-02-03,2011-03-24,2642
Dominic Wells,True,2006-01-26,2009-04-24,2643
Don Groves,False,2010-04-21,2015-04-20,2650
Don Kaye,False,2000-01-01,2022-12-15,2652
Don R. Lewis,False,2002-12-08,2016-12-05,2658
Don Shanahan,False,2018-10-10,2023-03-31,2661
Don Simpson,False,2014-05-19,2014-05-19,2663
Don Willmott,False,2003-11-17,2013-01-22,2665
Donald Clarke,True,2008-10-18,2023-02-02,2667
Donald Munro,False,2000-01-01,2023-02-15,2671
Donald Munro,True,2008-03-14,2011-01-28,2671
Donnie Lopez,False,2020-06-16,2020-06-16,2683
